X,Y,Z,Z_SV
592.11,286.22,1131.8841237113402,1160.6
592.76,285.55,1131.4940206185568,1160.2
593.06,285.82,1130.9088659793813,1159.6
593.33,285.59,1130.6162886597938,1159.3
593.54,285.27,1130.323711340206,1159.0
593.68,284.9,1129.738556701031,1158.4
593.99,284.64,1129.4459793814433,1158.1
594.07,284.4,1129.0558762886599,1157.7
594.31,283.78,1128.7632989690721,1157.4
594.29,284.01,1128.4707216494844,1157.1
594.27,283.95,1128.2756701030928,1156.9
594.3,283.95,1127.983092783505,1156.6
594.37,284.08,1127.8855670103092,1156.5
594.82,283.63,1127.6905154639176,1156.3
594.91,283.73,1127.4954639175257,1156.1
594.95,283.49,1127.3004123711341,1155.9
594.79,283.72,1127.202886597938,1155.8
594.69,284.15,1127.0078350515462,1155.6
594.67,284.56,1126.9103092783505,1155.5
595.06,284.13,1126.8127835051548,1155.4
595.7,283.87,1126.8127835051548,1155.4
596.08,283.93,1126.0325773195875,1154.6
596.63,283.99,1126.3251546391753,1154.9
597.48,283.04,1125.74,1154.3
598.5,281.58,1125.3498969072166,1153.9
599.1,280.86,1124.7647422680411,1153.3
599.38,280.87,1124.4721649484536,1153.0
599.58,280.71,1123.6919587628865,1152.2
599.81,280.26,1123.0092783505154,1151.5
600.23,279.65,1122.7167010309279,1151.2
600.39,279.49,1122.6191752577317,1151.1
601.01,278.73,1122.521649484536,1151.0
601.56,278.1,1122.0340206185567,1150.5
602.16,277.71,1121.838969072165,1150.3
602.73,277.44,1121.741443298969,1150.2
603.16,277.13,1121.5463917525774,1150.0
603.39,276.85,1121.3513402061856,1149.8
604.09,276.02,1121.3513402061856,1149.8
604.22,275.88,1121.3513402061856,1149.8
604.68,275.48,1120.9612371134021,1149.4
605.83,274.34,1120.9612371134021,1149.4
604.19,276.55,1120.9612371134021,1149.4
606.28,273.98,1120.9612371134021,1149.4
606.78,273.31,1120.9612371134021,1149.4
607.09,272.85,1120.9612371134021,1149.4
607.12,272.71,1120.9612371134021,1149.4
607.13,272.74,1120.9612371134021,1149.4
