X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	
1209	324.7	0.95773	933.51	403.4	0.97547	821.75	207.92	0.99957	1096.8	606.17	0.99106	845.01	159.6	0.99999	1213	481.24	0.97113
1208.9	324.45	0.95773	936.3	408.44	0.97547	823.88	211.17	0.99957	1094.8	606.38	0.99106	845.04	157.76	0.99999	1213	481.22	0.97113
1208.9	324.46	0.95773	939.29	413.74	0.97547	826.06	214.45	0.99957	1092.6	607.05	0.99106	845.08	156.41	0.99999	1213.2	481.4	0.97113
1208.8	324.15	0.95773	942.18	418.16	0.97547	828	217.52	0.99957	1090.7	607.75	0.99106	845.25	155.48	0.99999	1213.6	481.36	0.97113
1208.8	324.49	0.95773	945.03	422.79	0.97547	830.06	221.47	0.99957	1088.2	608.95	0.99106	845.46	154.21	0.99999	1213.9	481.18	0.97113
1208.8	324.32	0.95773	948.11	428.57	0.97547	832.18	225.3	0.99957	1086.7	610.17	0.99106	845.74	152.6	0.99999	1215.1	481.24	0.97113
1208.5	324.24	0.95773	950.48	431.64	0.97547	834.62	229.81	0.99957	1085.3	608.86	0.99106	844.24	151.68	0.99999	1215.9	481.51	0.97113
1208.4	323.61	0.95773	953.14	435.81	0.97547	837.52	234.47	0.99957	1083.1	608.93	0.99106	844.23	151.74	0.99999	1216.5	481.57	0.97113
1208.6	323.92	0.95773	956.15	440.17	0.97547	840.73	239.84	0.99957	1080.4	608.3	0.99106	844.3	152.78	0.99999	1216.7	481.46	0.97113
1208.5	322.91	0.95773	959.97	445.63	0.97547	843.84	244.99	0.99957	1077.6	609	0.99106	842.52	153.3	0.99999	1216.9	481.37	0.97113
1208.3	322.45	0.95773	963.74	451.49	0.97547	847.22	251.05	0.99957	1074.9	609.69	0.99106	841.06	154.24	0.99999	1216.5	480.67	0.97113
1208.2	322.02	0.95773	966.94	454.95	0.97547	850.58	256.87	0.99957	1073.7	609.31	0.99106	840.93	154.95	0.99999	1214.5	479.86	0.97113
1208.3	322.23	0.95773	970.24	458.82	0.97547	854.2	262.84	0.99957	1072.7	607.35	0.99106	841.62	155.63	0.99999	1214.9	479.57	0.97113
1208.2	321.84	0.95773	974.38	463.8	0.97547	857.94	269.2	0.99957	1072.3	605.22	0.99106	841.78	156.38	0.99999	1216.4	479.05	0.97113
1208.3	321.95	0.95773	978.93	468.26	0.97547	861.93	276.03	0.99957	1071.7	603.73	0.99106	841.56	157.16	0.99999	1216.6	479.03	0.97113
1208.3	321.75	0.95773	983.7	472.49	0.97547	865.63	282.51	0.99957	1070.8	602.86	0.99106	841.72	157.64	0.99999	1217	479.23	0.97113
1208.2	322.03	0.95773	988.48	477.46	0.97547	869.28	288.75	0.99957	1069.8	601.7	0.99106	841.61	159	0.99999	1216.6	478.97	0.97113
1208	322.22	0.95773	992.62	480.98	0.97547	873.11	294.96	0.99957	1067.7	601.44	0.99106	841.1	160.84	0.99999	1216.1	478.74	0.97113
1207.6	322.11	0.95773	997.07	485.22	0.97547	876.97	301.54	0.99957	1064.9	601.74	0.99106	840.33	162.75	0.99999	1215.8	478.41	0.97113
1207.5	321.63	0.95773	1002.3	490.32	0.97547	880.73	307.84	0.99957	1062.6	601.27	0.99106	840.02	164.54	0.99999	1216.1	478.15	0.97113
1207.4	321.5	0.95773	1008	495.1	0.97547	884.58	314.3	0.99957	1060.2	601.28	0.99106	839.02	166.68	0.99999	1216.4	478.13	0.97113
1207.5	321.62	0.95773	1013.6	499.32	0.97547	887.91	320.2	0.99957	1058.7	600.38	0.99106	838.17	168.5	0.99999	1216.4	477.8	0.97113
1207.5	321.5	0.95773	1018.9	504.27	0.97547	891.23	326.1	0.99957	1057	600.69	0.99106	837.82	169.49	0.99999	1216.1	476.86	0.97113
1207.4	320.69	0.95773	1023.6	507.42	0.97547	894.49	332	0.99957	1055.4	601.01	0.99106	837.47	170.96	0.99999	1215.2	475.06	0.97113
1207.3	320.5	0.95773	1028.5	511.55	0.97547	897.69	337.76	0.99957	1052.6	603.19	0.99106	837.28	171.99	0.99999	1215.2	474.36	0.97113
1206.8	319.78	0.95773	1033.7	515.78	0.97547	900.6	343.23	0.99957	1051.2	603.56	0.99106	836.91	173.64	0.99999	1215.5	474.39	0.97113
1206.8	320.11	0.95773	1038.4	519.01	0.97547	903.51	348.51	0.99957	1050.9	602.06	0.99106	836.63	175.2	0.99999	1215.9	474.35	0.97113
1206.6	320.29	0.95773	1043.5	523.13	0.97547	906.25	353.92	0.99957	1049.6	602.7	0.99106	836.33	176.54	0.99999	1216.2	474.22	0.97113
1206.3	319.84	0.95773	1047.8	526.11	-2	909.17	359.15	0.99957	1048.4	603.58	-2	835.74	178.52	0.99999	1216.9	473.88	0.97113
1205.9	319.97	0.95773	1052.2	529.09	-2	911.95	364.53	0.99957	1047.3	604.47	-2	835.21	180.07	0.99999	1217.6	474.67	0.97113
1205.5	319.85	0.95773	1056.5	532.07	-2	914.59	369.65	0.99957	1046.1	605.35	-2	834.69	181.58	0.99999	1217.7	473.97	0.97113
1205.2	319.76	0.95773	1060.9	535.05	-2	917.34	374.98	0.99957	1044.9	606.23	-2	834.46	182.96	0.99999	1217.8	473.27	0.97113
1204.8	319.52	0.95773	1065.2	538.03	0.88916	920	380.24	0.99957	1043.8	607.11	0.98115	833.76	184.46	0.99999	1217.6	472.01	0.97113
1204.9	319.97	0.95773	1069.6	541.09	0.88916	922.69	385.24	0.99957	1042.7	607.7	0.98115	833.16	186.08	0.99999	1217.6	471.62	0.97113
